
Time,z-accel,Flight Stage,max drag,x-accel,y-accel
53780, 1457.00, 2, 2231.00, 198.00, 107.00
53859, 1297.00, 2, 2231.00, 190.00, 23.00
53938, 1471.00, 2, 2231.00, 151.00, 306.00
54017, 1310.00, 2, 2231.00, 228.00, 77.00
54097, 1301.00, 2, 2231.00, 176.00, 257.00
54176, 1394.00, 2, 2231.00, 242.00, 231.00
54254, 1326.00, 2, 2231.00, 200.00, 73.00
54333, 1355.00, 2, 2231.00, 230.00, 204.00
54412, 1413.00, 2, 2231.00, 175.00, 203.00
54492, 1356.00, 2, 2231.00, 265.00, 56.00
54571, 1408.00, 2, 2231.00, 236.00, 180.00
54650, 1504.00, 2, 2231.00, 153.00, 268.00
54732, 1497.00, 2, 2231.00, 200.00, 287.00
54810, 1494.00, 2, 2231.00, 196.00, 148.00
54889, 1251.00, 2, 2231.00, 253.00, 34.00
54968, 1279.00, 2, 2231.00, 261.00, 230.00
55053, 1501.00, 2, 2231.00, 167.00, 271.00
55133, 1401.00, 2, 2231.00, 179.00, 215.00
55212, 1429.00, 2, 2231.00, 194.00, 230.00
55291, 1389.00, 2, 2231.00, 211.00, 137.00
55370, 1466.00, 2, 2231.00, 171.00, 285.00
55449, 1479.00, 2, 2231.00, 132.00, 237.00
55528, 1388.00, 2, 2231.00, 239.00, 155.00
55610, 1365.00, 2, 2231.00, 241.00, 184.00
55689, 1374.00, 2, 2231.00, 196.00, 244.00
55768, 1340.00, 2, 2231.00, 229.00, 175.00
55848, 1031.00, 3, 2231.00, 96.00, 101.00
55927, 865.00, 3, 2231.00, 108.00, 49.00
56005, 709.00, 3, 2231.00, 42.00, -12.00
56084, 880.00, 3, 2231.00, 11.00, 188.00
56163, 951.00, 3, 2231.00, 222.00, 116.00
56242, 805.00, 3, 2231.00, 118.00, -46.00
56321, 901.00, 3, 2231.00, -20.00, 105.00
56400, 905.00, 3, 2231.00, 34.00, 111.00
56479, 936.00, 3, 2231.00, 95.00, 149.00
56561, 1007.00, 3, 2231.00, 149.00, 73.00
56639, 1439.00, 2, 2231.00, 125.00, 169.00
56718, 991.00, 3, 2231.00, 240.00, -173.00
56797, 1172.00, 2, 2231.00, 204.00, -51.00
56876, 1273.00, 2, 2231.00, 108.00, 157.00
56955, 1443.00, 2, 2231.00, 233.00, 73.00
57034, 1368.00, 2, 2231.00, 184.00, 70.00
57112, 1224.00, 2, 2231.00, 267.00, 175.00
57191, 1194.00, 2, 2231.00, 214.00, 215.00
57271, 1189.00, 2, 2231.00, 304.00, 123.00
57350, 1550.00, 2, 2231.00, 19.00, 513.00
57433, 1287.00, 2, 2231.00, 184.00, 335.00
57516, 1552.00, 2, 2231.00, 146.00, 554.00
57595, 1238.00, 2, 2231.00, 197.00, 238.00
57674, 1347.00, 2, 2231.00, 188.00, 333.00
57752, 1457.00, 2, 2231.00, 206.00, 233.00
57831, 1685.00, 2, 2231.00, 327.00, 299.00
57910, 1983.00, 2, 2231.00, 394.00, 357.00
57990, 2122.00, 2, 2231.00, 557.00, 113.00
58069, 2024.00, 2, 2231.00, 427.00, 140.00
58148, 2137.00, 2, 2231.00, 464.00, 237.00
58227, 1791.00, 2, 2231.00, 271.00, 248.00
58305, 1696.00, 2, 2231.00, 217.00, 347.00
58384, 1429.00, 2, 2231.00, 413.00, 36.00
58466, 1481.00, 2, 2231.00, 196.00, 296.00
58545, 1488.00, 2, 2231.00, 291.00, 289.00
58624, 1431.00, 2, 2231.00, 221.00, 238.00
58704, 1531.00, 2, 2231.00, 311.00, 209.00
58783, 1367.00, 2, 2231.00, 179.00, 157.00
58861, 1318.00, 2, 2231.00, 207.00, 136.00
58940, 1491.00, 2, 2231.00, 133.00, 400.00
59020, 1302.00, 2, 2231.00, 216.00, -15.00
59099, 1539.00, 2, 2231.00, 169.00, 202.00
59178, 1524.00, 2, 2231.00, 212.00, 250.00
59257, 1482.00, 2, 2231.00, 155.00, 398.00
59339, 1326.00, 2, 2231.00, 185.00, 206.00
59417, 1380.00, 2, 2231.00, 206.00, 197.00
59497, 1374.00, 2, 2231.00, 151.00, 316.00
59576, 1209.00, 2, 2231.00, 203.00, 313.00
59655, 1354.00, 2, 2231.00, 314.00, 317.00
59734, 1302.00, 2, 2231.00, 201.00, 269.00
59818, 1283.00, 2, 2231.00, 203.00, 357.00
59898, 1429.00, 2, 2231.00, 121.00, 397.00
59978, 1349.00, 2, 2231.00, 252.00, 207.00
60056, 1374.00, 2, 2231.00, 152.00, 130.00
60135, 1461.00, 2, 2231.00, 161.00, 457.00
60214, 1523.00, 2, 2231.00, 106.00, 297.00
60296, 1532.00, 2, 2231.00, 169.00, 288.00
60375, 1270.00, 2, 2231.00, 231.00, 2.00
60455, 1293.00, 2, 2231.00, 192.00, 209.00
60534, 1430.00, 2, 2231.00, 158.00, 428.00
60612, 1368.00, 2, 2231.00, 179.00, 231.00
60691, 1511.00, 2, 2231.00, 132.00, 445.00
60770, 1363.00, 2, 2231.00, 192.00, 260.00
60850, 1406.00, 2, 2231.00, 136.00, 279.00
60929, 1428.00, 2, 2231.00, 156.00, 266.00
61008, 1349.00, 2, 2231.00, 229.00, 103.00
61087, 1407.00, 2, 2231.00, 154.00, 160.00
61165, 1273.00, 2, 2231.00, 168.00, 108.00
61247, 1413.00, 2, 2231.00, 156.00, 127.00
61327, 1453.00, 2, 2231.00, 127.00, 242.00
61406, 1486.00, 2, 2231.00, 195.00, 212.00
61485, 1330.00, 2, 2231.00, 243.00, 136.00
61564, 1196.00, 2, 2231.00, 135.00, 294.00
61643, 1392.00, 2, 2231.00, 181.00, 392.00
61722, 1385.00, 2, 2231.00, 161.00, 234.00
61801, 1383.00, 2, 2231.00, 249.00, 295.00
61880, 1333.00, 2, 2231.00, 234.00, 195.00
61959, 1340.00, 2, 2231.00, 202.00, 295.00
62039, 1425.00, 2, 2231.00, 145.00, 309.00
62121, 1325.00, 2, 2231.00, 185.00, 234.00
62205, 1327.00, 2, 2231.00, 215.00, 142.00
62284, 1355.00, 2, 2231.00, 186.00, 143.00
62364, 1402.00, 2, 2231.00, 222.00, 121.00
62442, 1646.00, 2, 2231.00, 339.00, 88.00
62521, 1758.00, 2, 2231.00, 203.00, 254.00
62600, 1860.00, 2, 2231.00, 427.00, 17.00
62679, 2230.00, 2, 2231.00, 265.00, 383.00
62759, 2029.00, 2, 2231.00, 350.00, 236.00
62838, 2025.00, 2, 2231.00, 260.00, 404.00
62916, 1804.00, 2, 2231.00, 203.00, 358.00
62995, 1707.00, 2, 2231.00, 239.00, 321.00
63077, 1681.00, 2, 2231.00, 190.00, 259.00
63157, 1514.00, 2, 2231.00, 301.00, 180.00
63236, 1475.00, 2, 2231.00, 272.00, 99.00
63315, 1508.00, 2, 2231.00, 250.00, 161.00
63394, 1507.00, 2, 2231.00, 266.00, 148.00
63473, 1534.00, 2, 2231.00, 281.00, 99.00
63552, 1383.00, 2, 2231.00, 266.00, 101.00
63631, 1434.00, 2, 2231.00, 238.00, 119.00
63710, 1326.00, 2, 2231.00, 145.00, 152.00
63789, 986.00, 3, 2231.00, 157.00, 61.00
63868, 759.00, 3, 2231.00, 156.00, -61.00
63947, 820.00, 3, 2231.00, 68.00, 0.00
64029, 924.00, 3, 2231.00, 134.00, 118.00
64107, 850.00, 3, 2231.00, 135.00, 124.00
64186, 732.00, 3, 2231.00, 93.00, 57.00
64265, 852.00, 3, 2231.00, 61.00, 78.00
64344, 1051.00, 3, 2231.00, 140.00, 197.00
64423, 850.00, 3, 2231.00, 114.00, 8.00
64502, 1014.00, 3, 2231.00, 59.00, 171.00
64586, 1060.00, 3, 2231.00, 106.00, 173.00
64665, 991.00, 3, 2231.00, 62.00, 96.00
64743, 763.00, 3, 2231.00, 93.00, 45.00
64822, 1002.00, 3, 2231.00, 60.00, 258.00
64901, 1048.00, 3, 2231.00, 24.00, 255.00
64983, 1045.00, 3, 2231.00, 61.00, 286.00
65062, 916.00, 3, 2231.00, 45.00, 33.00
65141, 776.00, 3, 2231.00, 51.00, 43.00
65219, 1076.00, 3, 2231.00, 154.00, 187.00
65298, 655.00, 3, 2231.00, 99.00, 14.00
65377, 904.00, 3, 2231.00, 34.00, 67.00
65456, 1252.00, 2, 2231.00, -3.00, 373.00
65535, 1204.00, 2, 2231.00, 182.00, 690.00
65614, 1262.00, 2, 2231.00, 257.00, -4.00
65693, 1007.00, 3, 2231.00, 110.00, -185.00
65771, 1475.00, 2, 2231.00, 145.00, 348.00
65850, 1836.00, 2, 2231.00, 228.00, 272.00
65932, 1764.00, 2, 2231.00, 295.00, 255.00
66011, 1830.00, 2, 2231.00, 388.00, 90.00
66090, 1831.00, 2, 2231.00, 274.00, 517.00
66169, 1940.00, 2, 2231.00, 148.00, 199.00
66249, 1419.00, 2, 2231.00, 108.00, 230.00
66327, 1160.00, 2, 2231.00, 26.00, 87.00
66406, 1012.00, 3, 2231.00, 116.00, 128.00
66485, 957.00, 3, 2231.00, -16.00, 160.00
66564, 1204.00, 2, 2231.00, 154.00, 138.00
66644, 971.00, 3, 2231.00, 283.00, -250.00
66723, 1408.00, 2, 2231.00, 131.00, 77.00
66802, 1676.00, 2, 2231.00, 329.00, 200.00
66883, 1861.00, 2, 2231.00, 120.00, 450.00
66968, 1913.00, 2, 2231.00, 306.00, 255.00
67047, 2054.00, 2, 2231.00, 355.00, 152.00
67126, 1912.00, 2, 2231.00, 505.00, 0.00
67205, 2095.00, 2, 2231.00, 290.00, 358.00
67285, 2061.00, 2, 2231.00, 482.00, 63.00
67364, 2015.00, 2, 2231.00, 481.00, 157.00
67443, 1973.00, 2, 2231.00, 347.00, 248.00
67521, 2161.00, 2, 2231.00, 268.00, 410.00
67600, 2014.00, 2, 2231.00, 380.00, 101.00
67680, 1862.00, 2, 2231.00, 224.00, 391.00
67762, 1702.00, 2, 2231.00, 206.00, 162.00
67841, 1602.00, 2, 2231.00, 330.00, 158.00
67920, 1638.00, 2, 2231.00, 216.00, 262.00
67999, 1553.00, 2, 2231.00, 330.00, 75.00
68077, 1578.00, 2, 2231.00, 242.00, 146.00
68157, 1531.00, 2, 2231.00, 245.00, 198.00
68236, 1407.00, 2, 2231.00, 242.00, 94.00
68315, 1534.00, 2, 2231.00, 194.00, 236.00
68394, 1502.00, 2, 2231.00, 222.00, 214.00
68473, 1488.00, 2, 2231.00, 194.00, 159.00
68553, 1436.00, 2, 2231.00, 251.00, 83.00
68631, 1473.00, 2, 2231.00, 233.00, 41.00
68713, 1377.00, 2, 2231.00, 246.00, 54.00
68792, 1406.00, 2, 2231.00, 229.00, 120.00
68871, 1408.00, 2, 2231.00, 234.00, 129.00
68950, 1426.00, 2, 2231.00, 202.00, 222.00
69029, 1460.00, 2, 2231.00, 211.00, 138.00
69109, 1260.00, 2, 2231.00, 147.00, 199.00
69187, 855.00, 3, 2231.00, 134.00, 103.00
69266, 824.00, 3, 2231.00, 138.00, 126.00
69351, 868.00, 3, 2231.00, 92.00, 94.00
69430, 943.00, 3, 2231.00, 59.00, 13.00
69509, 1021.00, 3, 2231.00, 154.00, 185.00
69588, 827.00, 3, 2231.00, 177.00, -41.00
69670, 712.00, 3, 2231.00, 175.00, -51.00
69749, 1141.00, 2, 2231.00, 102.00, 188.00
69827, 965.00, 3, 2231.00, 41.00, 81.00
69906, 870.00, 3, 2231.00, 128.00, 43.00
69985, 710.00, 3, 2231.00, 265.00, -56.00
70064, 1221.00, 2, 2231.00, 156.00, 228.00
70143, 1342.00, 2, 2231.00, 199.00, 294.00
70223, 1126.00, 2, 2231.00, 234.00, -4.00
70302, 1176.00, 2, 2231.00, 192.00, 170.00
70380, 1169.00, 2, 2231.00, 200.00, 44.00
70459, 1399.00, 2, 2231.00, 162.00, 314.00
70538, 1134.00, 2, 2231.00, 216.00, 20.00
70620, 1326.00, 2, 2231.00, 175.00, 104.00
70699, 1295.00, 2, 2231.00, 201.00, 14.00
70779, 1512.00, 2, 2231.00, 164.00, 238.00
70858, 1513.00, 2, 2231.00, 161.00, 176.00
70936, 1447.00, 2, 2231.00, 230.00, 144.00
71015, 1376.00, 2, 2231.00, 155.00, 310.00
71095, 1378.00, 2, 2231.00, 184.00, 252.00
71174, 1064.00, 3, 2231.00, 124.00, 66.00
71253, 1220.00, 2, 2231.00, 180.00, 226.00
71332, 1324.00, 2, 2231.00, 55.00, 40.00
71411, 953.00, 3, 2231.00, 168.00, 43.00
71489, 981.00, 3, 2231.00, 57.00, 7.00
71571, 1140.00, 2, 2231.00, 136.00, 58.00
71655, 1225.00, 2, 2231.00, 137.00, 16.00
71735, 1039.00, 3, 2231.00, 158.00, -35.00
71814, 1266.00, 2, 2231.00, 14.00, 298.00
71893, 1017.00, 3, 2231.00, 210.00, 118.00
71972, 1157.00, 2, 2231.00, 269.00, -33.00
72051, 1151.00, 2, 2231.00, 245.00, -150.00
72129, 1367.00, 2, 2231.00, 160.00, 148.00
72208, 1425.00, 2, 2231.00, 158.00, 494.00
72287, 1376.00, 2, 2231.00, 213.00, 117.00
72366, 1528.00, 2, 2231.00, 191.00, 336.00
72448, 1495.00, 2, 2231.00, 177.00, 198.00
72527, 1175.00, 2, 2231.00, 228.00, 12.00
72606, 1263.00, 2, 2231.00, 222.00, 107.00
72684, 1382.00, 2, 2231.00, 111.00, 388.00
72763, 1434.00, 2, 2231.00, 263.00, 354.00
72843, 1156.00, 2, 2231.00, 166.00, 106.00
72922, 1151.00, 2, 2231.00, 120.00, 176.00
73001, 1494.00, 2, 2231.00, 141.00, 418.00
73080, 1427.00, 2, 2231.00, 166.00, 150.00
73159, 1257.00, 2, 2231.00, 135.00, 236.00
73237, 904.00, 3, 2231.00, 287.00, 4.00
73316, 1478.00, 2, 2231.00, 186.00, 601.00
73398, 1460.00, 2, 2231.00, 222.00, 429.00
73477, 1254.00, 2, 2231.00, 171.00, 219.00
73556, 1340.00, 2, 2231.00, 221.00, 427.00
73636, 1101.00, 3, 2231.00, 254.00, 241.00
73715, 1592.00, 2, 2231.00, 121.00, 506.00
73793, 1310.00, 2, 2231.00, 174.00, 8.00
73872, 1380.00, 2, 2231.00, 314.00, -96.00
73951, 1627.00, 2, 2231.00, 248.00, 38.00
74030, 1628.00, 2, 2231.00, 336.00, 69.00
74115, 1897.00, 2, 2231.00, 394.00, 27.00
74194, 1869.00, 2, 2231.00, 552.00, -124.00
74274, 2206.00, 2, 2231.00, 294.00, 151.00
74356, 1823.00, 2, 2231.00, 636.00, 65.00
74434, 2129.00, 2, 2231.00, 405.00, 190.00
74513, 2003.00, 2, 2231.00, 593.00, 109.00
74592, 2029.00, 2, 2231.00, 459.00, 219.00
74671, 2043.00, 2, 2231.00, 516.00, 267.00
74751, 2129.00, 2, 2231.00, 425.00, 293.00
74830, 1894.00, 2, 2231.00, 276.00, 431.00
74909, 1754.00, 2, 2231.00, 356.00, 166.00
74987, 1612.00, 2, 2231.00, 393.00, 136.00
75067, 1711.00, 2, 2231.00, 254.00, 325.00
75146, 1547.00, 2, 2231.00, 216.00, 314.00
75228, 1560.00, 2, 2231.00, 227.00, 339.00
75307, 1552.00, 2, 2231.00, 221.00, 269.00
75386, 1538.00, 2, 2231.00, 283.00, 138.00
75465, 1445.00, 2, 2231.00, 272.00, 132.00
75544, 1454.00, 2, 2231.00, 229.00, 197.00
75623, 1072.00, 3, 2231.00, 162.00, 13.00
75702, 1026.00, 3, 2231.00, 131.00, 104.00
75781, 1199.00, 2, 2231.00, 171.00, 165.00
75860, 973.00, 3, 2231.00, 74.00, 115.00
75940, 809.00, 3, 2231.00, 123.00, 107.00
76019, 733.00, 3, 2231.00, 69.00, -39.00
76097, 1091.00, 3, 2231.00, 56.00, 339.00
76178, 1016.00, 3, 2231.00, 151.00, 224.00
76258, 794.00, 3, 2231.00, 95.00, -36.00
76337, 867.00, 3, 2231.00, 208.00, -34.00
76421, 1197.00, 2, 2231.00, 182.00, 156.00
76501, 1248.00, 2, 2231.00, 120.00, 254.00
76580, 1215.00, 2, 2231.00, 256.00, 164.00
76659, 1252.00, 2, 2231.00, 138.00, 122.00
76737, 1353.00, 2, 2231.00, 198.00, 229.00
76817, 1373.00, 2, 2231.00, 92.00, 298.00
76896, 1224.00, 2, 2231.00, 229.00, 209.00
76975, 1148.00, 2, 2231.00, 278.00, 170.00
77054, 1298.00, 2, 2231.00, 84.00, 389.00
77136, 1381.00, 2, 2231.00, 189.00, 186.00
77215, 1439.00, 2, 2231.00, 139.00, 128.00
77293, 1438.00, 2, 2231.00, 156.00, 10.00
77373, 1245.00, 2, 2231.00, 135.00, 131.00
77452, 1218.00, 2, 2231.00, 148.00, -28.00
77531, 1276.00, 2, 2231.00, 232.00, 119.00
77610, 1245.00, 2, 2231.00, 264.00, -75.00
77690, 1355.00, 2, 2231.00, 220.00, 164.00
77769, 1444.00, 2, 2231.00, 147.00, 106.00
77847, 1306.00, 2, 2231.00, 181.00, 39.00
77926, 1329.00, 2, 2231.00, 159.00, 168.00
78005, 1432.00, 2, 2231.00, 133.00, 108.00
78087, 1426.00, 2, 2231.00, 149.00, 81.00
78166, 1330.00, 2, 2231.00, 219.00, -30.00
78246, 1361.00, 2, 2231.00, 231.00, 99.00
78325, 1345.00, 2, 2231.00, 180.00, 119.00
78403, 1410.00, 2, 2231.00, 99.00, 337.00
78482, 1392.00, 2, 2231.00, 194.00, 138.00
78561, 1421.00, 2, 2231.00, 234.00, -59.00
78641, 1524.00, 2, 2231.00, 175.00, 235.00
78720, 1336.00, 2, 2231.00, 209.00, -22.00
78804, 1441.00, 2, 2231.00, 173.00, 185.00
78884, 1356.00, 2, 2231.00, 243.00, 49.00
78965, 1388.00, 2, 2231.00, 183.00, 87.00
79043, 1373.00, 2, 2231.00, 145.00, 9.00
79122, 1436.00, 2, 2231.00, 90.00, 260.00
79201, 1386.00, 2, 2231.00, 140.00, 156.00
79280, 1213.00, 2, 2231.00, 183.00, 82.00
79360, 1372.00, 2, 2231.00, 191.00, 123.00
79439, 1379.00, 2, 2231.00, 215.00, 151.00
79518, 1352.00, 2, 2231.00, 116.00, 293.00
79596, 1478.00, 2, 2231.00, 151.00, 215.00
79675, 1302.00, 2, 2231.00, 226.00, 8.00
79754, 1263.00, 2, 2231.00, 216.00, 53.00
79833, 1253.00, 2, 2231.00, 197.00, -2.00
79915, 1586.00, 2, 2231.00, 96.00, 285.00
79994, 1447.00, 2, 2231.00, 250.00, 177.00
80073, 1437.00, 2, 2231.00, 150.00, 288.00
80151, 1283.00, 2, 2231.00, 138.00, 303.00
80230, 1288.00, 2, 2231.00, 246.00, 70.00
80309, 1201.00, 2, 2231.00, 194.00, -11.00
80388, 1201.00, 2, 2231.00, 226.00, 22.00
80467, 1095.00, 3, 2231.00, 158.00, -81.00
80546, 881.00, 3, 2231.00, 87.00, -16.00
80625, 1146.00, 2, 2231.00, 153.00, 225.00
80703, 953.00, 3, 2231.00, -56.00, 120.00
80782, 922.00, 3, 2231.00, 115.00, -23.00
80864, 1239.00, 2, 2231.00, 8.00, 392.00
80943, 858.00, 3, 2231.00, 157.00, -234.00
81022, 1305.00, 2, 2231.00, 236.00, 89.00
81101, 925.00, 3, 2231.00, 366.00, -216.00
81185, 1254.00, 2, 2231.00, 102.00, 352.00
81265, 1068.00, 3, 2231.00, 117.00, 7.00
81343, 1511.00, 2, 2231.00, 123.00, 429.00
81423, 1016.00, 3, 2231.00, 209.00, -138.00
81502, 1629.00, 2, 2231.00, 103.00, 534.00
81581, 751.00, 3, 2231.00, 289.00, -369.00
81660, 1560.00, 2, 2231.00, 65.00, 427.00
81740, 1520.00, 2, 2231.00, 258.00, 276.00
81822, 1077.00, 3, 2231.00, 386.00, -380.00
81900, 1082.00, 3, 2231.00, 274.00, 46.00
81979, 1026.00, 3, 2231.00, 327.00, -291.00
82058, 985.00, 3, 2231.00, 223.00, -377.00
82137, 1501.00, 2, 2231.00, 129.00, 324.00
82217, 1430.00, 2, 2231.00, 171.00, 15.00
82296, 1363.00, 2, 2231.00, 148.00, 128.00
82375, 1341.00, 2, 2231.00, 141.00, 228.00
82453, 1562.00, 2, 2231.00, 2.00, 790.00
82532, 1492.00, 2, 2231.00, 127.00, 389.00
82612, 1160.00, 2, 2231.00, 219.00, 9.00
82691, 1129.00, 2, 2231.00, 116.00, -101.00
82768, 1676.00, 2, 2231.00, 196.00, 333.00
82847, 1199.00, 2, 2231.00, 120.00, -49.00
82925, 1244.00, 2, 2231.00, 92.00, -380.00
83004, 1570.00, 2, 2231.00, 115.00, 214.00
83084, 1546.00, 2, 2231.00, 369.00, 85.00
83163, 1468.00, 2, 2231.00, 245.00, 100.00
83242, 1561.00, 2, 2231.00, 212.00, 207.00
83321, 1145.00, 2, 2231.00, 276.00, -77.00
83400, 1512.00, 2, 2231.00, 83.00, 655.00
83478, 1134.00, 2, 2231.00, 299.00, -91.00
83558, 1558.00, 2, 2231.00, 480.00, -32.00
83645, 1888.00, 2, 2231.00, 382.00, 64.00
83724, 1963.00, 2, 2231.00, 563.00, 109.00
83804, 1954.00, 2, 2231.00, 535.00, 240.00
83883, 2147.00, 2, 2231.00, 181.00, 504.00
83962, 2146.00, 2, 2231.00, 498.00, 100.00
84041, 2279.00, 2, 2279.00, 158.00, 420.00
84119, 2026.00, 2, 2279.00, 447.00, 185.00
84199, 2212.00, 2, 2279.00, 313.00, 359.00
84278, 2042.00, 2, 2279.00, 493.00, 216.00
84357, 2129.00, 2, 2279.00, 365.00, 262.00
84436, 1953.00, 2, 2279.00, 387.00, 311.00
84516, 2154.00, 2, 2279.00, 417.00, 135.00
84597, 1976.00, 2, 2279.00, 376.00, 204.00
84676, 2021.00, 2, 2279.00, 268.00, 287.00
84755, 1583.00, 2, 2279.00, 183.00, 247.00
84834, 1632.00, 2, 2279.00, 348.00, 147.00
84913, 1540.00, 2, 2279.00, 277.00, 94.00
84993, 1570.00, 2, 2279.00, 220.00, 28.00
85072, 1525.00, 2, 2279.00, 184.00, 170.00
85151, 1347.00, 2, 2279.00, 261.00, 125.00
85229, 1447.00, 2, 2279.00, 135.00, 109.00
85308, 1439.00, 2, 2279.00, 192.00, 187.00
85388, 1473.00, 2, 2279.00, 160.00, 224.00
85467, 1416.00, 2, 2279.00, 116.00, 307.00
85544, 1460.00, 2, 2279.00, 124.00, 243.00
85623, 1277.00, 2, 2279.00, 152.00, 216.00
85701, 1235.00, 2, 2279.00, 138.00, 234.00
85781, 1142.00, 2, 2279.00, 98.00, 204.00
85860, 1257.00, 2, 2279.00, 129.00, 196.00
85939, 1241.00, 2, 2279.00, 140.00, 156.00
86024, 1165.00, 2, 2279.00, 163.00, 115.00
86103, 1102.00, 3, 2279.00, 234.00, 139.00
86182, 1116.00, 3, 2279.00, 220.00, 131.00
86262, 1021.00, 3, 2279.00, 166.00, 191.00
86340, 1055.00, 3, 2279.00, 151.00, 28.00
86422, 1003.00, 3, 2279.00, 125.00, 145.00
86501, 1034.00, 3, 2279.00, 206.00, 157.00
86580, 893.00, 3, 2279.00, 162.00, 73.00
86659, 826.00, 3, 2279.00, 96.00, 205.00
86738, 878.00, 3, 2279.00, 70.00, 160.00
86817, 811.00, 3, 2279.00, 138.00, -62.00
86895, 1043.00, 3, 2279.00, 123.00, 206.00
86974, 733.00, 3, 2279.00, 123.00, -11.00
87053, 900.00, 3, 2279.00, 71.00, 147.00
87132, 1140.00, 2, 2279.00, 103.00, 264.00
87211, 1244.00, 2, 2279.00, 89.00, 349.00
87290, 1030.00, 3, 2279.00, 183.00, 19.00
87372, 1347.00, 2, 2279.00, 203.00, 296.00
87450, 1253.00, 2, 2279.00, 141.00, 285.00
87529, 1122.00, 3, 2279.00, 175.00, 30.00
87608, 1279.00, 2, 2279.00, 220.00, 103.00
87687, 1368.00, 2, 2279.00, 209.00, 138.00
87766, 1350.00, 2, 2279.00, 207.00, 147.00
87845, 1181.00, 2, 2279.00, 222.00, 51.00
87924, 1301.00, 2, 2279.00, 186.00, 249.00
88002, 1420.00, 2, 2279.00, 239.00, 245.00
88081, 1335.00, 2, 2279.00, 205.00, 175.00
88161, 1304.00, 2, 2279.00, 154.00, 258.00
88240, 1320.00, 2, 2279.00, 195.00, 255.00
88321, 1291.00, 2, 2279.00, 222.00, 236.00
88406, 1224.00, 2, 2279.00, 207.00, 235.00
88486, 1293.00, 2, 2279.00, 248.00, 144.00
88565, 1406.00, 2, 2279.00, 197.00, 240.00
88643, 1291.00, 2, 2279.00, 261.00, 127.00
88722, 1348.00, 2, 2279.00, 224.00, 227.00
88802, 1359.00, 2, 2279.00, 251.00, 207.00
88881, 1390.00, 2, 2279.00, 156.00, 275.00
88960, 1426.00, 2, 2279.00, 239.00, 100.00
89039, 1452.00, 2, 2279.00, 253.00, 109.00
89118, 1432.00, 2, 2279.00, 267.00, 221.00
89199, 1433.00, 2, 2279.00, 259.00, 215.00
89279, 1333.00, 2, 2279.00, 220.00, 167.00
89358, 1296.00, 2, 2279.00, 186.00, 206.00
89437, 1244.00, 2, 2279.00, 213.00, 237.00
89516, 1283.00, 2, 2279.00, 159.00, 215.00
89596, 1304.00, 2, 2279.00, 185.00, 277.00
89675, 1377.00, 2, 2279.00, 175.00, 242.00
89753, 1329.00, 2, 2279.00, 151.00, 224.00
89832, 1300.00, 2, 2279.00, 235.00, 111.00
89911, 1360.00, 2, 2279.00, 127.00, 155.00
89991, 1392.00, 2, 2279.00, 162.00, 231.00
90070, 1316.00, 2, 2279.00, 144.00, 326.00
90152, 1304.00, 2, 2279.00, 203.00, 193.00
90231, 1276.00, 2, 2279.00, 192.00, 103.00
90309, 1388.00, 2, 2279.00, 157.00, 347.00
90389, 1390.00, 2, 2279.00, 173.00, 275.00
90468, 1198.00, 2, 2279.00, 168.00, 133.00
90547, 1406.00, 2, 2279.00, 138.00, 209.00
90626, 1202.00, 2, 2279.00, 227.00, -21.00
90705, 1407.00, 2, 2279.00, 225.00, 182.00
90790, 1367.00, 2, 2279.00, 146.00, 236.00
90869, 1397.00, 2, 2279.00, 214.00, 151.00
90948, 1383.00, 2, 2279.00, 211.00, 117.00
91027, 1400.00, 2, 2279.00, 208.00, 119.00
91109, 1447.00, 2, 2279.00, 205.00, 105.00
91188, 1352.00, 2, 2279.00, 170.00, 196.00
91267, 1403.00, 2, 2279.00, 145.00, 223.00
91346, 1425.00, 2, 2279.00, 166.00, 210.00
91426, 1448.00, 2, 2279.00, 99.00, 296.00
91505, 1287.00, 2, 2279.00, 262.00, 146.00
91583, 1261.00, 2, 2279.00, 213.00, 99.00
91662, 1411.00, 2, 2279.00, 184.00, 254.00
91741, 1410.00, 2, 2279.00, 155.00, 333.00
91821, 1443.00, 2, 2279.00, 100.00, 270.00
91900, 1389.00, 2, 2279.00, 203.00, 83.00
91982, 1401.00, 2, 2279.00, 230.00, 224.00
92061, 1305.00, 2, 2279.00, 222.00, 86.00
92139, 1309.00, 2, 2279.00, 297.00, 176.00
92218, 1485.00, 2, 2279.00, 177.00, 245.00
92298, 1472.00, 2, 2279.00, 187.00, 219.00
92377, 1466.00, 2, 2279.00, 159.00, 309.00
92456, 1409.00, 2, 2279.00, 162.00, 318.00
92535, 1400.00, 2, 2279.00, 160.00, 249.00
92615, 1401.00, 2, 2279.00, 212.00, 276.00
92693, 1288.00, 2, 2279.00, 209.00, 221.00
92772, 1335.00, 2, 2279.00, 214.00, 224.00
92851, 1551.00, 2, 2279.00, 151.00, 215.00
92933, 1346.00, 2, 2279.00, 179.00, 200.00
93013, 1313.00, 2, 2279.00, 154.00, 112.00
93096, 1408.00, 2, 2279.00, 170.00, 235.00
93177, 1392.00, 2, 2279.00, 211.00, 253.00
93256, 1429.00, 2, 2279.00, 192.00, 204.00
93334, 1377.00, 2, 2279.00, 192.00, 206.00
93413, 1270.00, 2, 2279.00, 157.00, 200.00
