310, 2.87, 2, 2.87, -1.35, -9.74
384, 1.27, 3, 2.87, -2.15, -10.06
459, 1.65, 2, 2.87, -1.99, -9.85
533, 1.41, 3, 2.87, -2.23, -9.65
607, 1.32, 3, 2.87, -2.04, -9.90
681, 1.41, 3, 2.87, -1.85, -9.90
755, 1.32, 3, 2.87, -2.08, -9.79
828, 0.97, 3, 2.87, -2.14, -9.81
903, 0.91, 3, 2.87, -2.28, -9.86
977, 1.71, 2, 2.87, -1.65, -9.73
1051, 1.62, 2, 2.87, -1.62, -9.83
1125, 1.17, 3, 2.87, -1.92, -9.78
1199, 1.29, 3, 2.87, -2.03, -9.92
1273, 1.38, 3, 2.87, -2.01, -9.89
1348, 1.19, 3, 2.87, -2.03, -9.83
1424, 0.99, 3, 2.87, -2.29, -9.75
1498, 1.11, 3, 2.87, -2.34, -9.80
1573, 1.34, 3, 2.87, -2.02, -9.98
1647, 1.10, 3, 2.87, -2.10, -9.77
1721, 1.10, 3, 2.87, -2.08, -9.69
1797, 0.72, 0, 2.87, -2.23, -9.78
1872, 1.21, 3, 2.87, -1.98, -9.92
1946, 1.32, 3, 2.87, -1.96, -9.92
2020, 1.33, 3, 2.87, -2.18, -9.76
2094, 1.25, 3, 2.87, -2.25, -9.79
2169, 1.74, 2, 2.87, -2.17, -9.79
2243, 1.86, 2, 2.87, -1.88, -9.76
2317, 5.47, 2, 5.47, -2.31, -9.88
2391, 1.58, 3, 5.47, -2.28, -9.75
2466, 1.83, 3, 5.47, -1.94, -9.76
2543, 1.85, 3, 5.47, -2.18, -10.07
2617, 3.52, 2, 5.47, -2.71, -10.16
2691, 0.69, 0, 5.47, -1.73, -9.42
2766, 2.10, 3, 5.47, -2.19, -9.71
2840, 1.95, 3, 5.47, -1.76, -9.75
2914, 1.96, 3, 5.47, -2.30, -9.60
2988, 1.83, 3, 5.47, -2.35, -9.64
3062, 2.28, 3, 5.47, -2.00, -9.60
3137, 2.38, 3, 5.47, -1.83, -9.62
3210, 2.85, 2, 5.47, -1.70, -9.56
3285, 2.60, 3, 5.47, -2.16, -9.37
3359, 2.46, 3, 5.47, -2.30, -9.58
3434, 2.54, 3, 5.47, -1.71, -9.51
3507, 2.63, 3, 5.47, -1.64, -9.70
3584, 2.10, 3, 5.47, -2.01, -9.52
3659, 1.94, 3, 5.47, -2.23, -9.76
3733, 2.33, 3, 5.47, -1.84, -9.83
3807, 2.15, 3, 5.47, -1.59, -9.57
3881, 1.94, 3, 5.47, -1.87, -9.74
3956, 1.81, 3, 5.47, -2.05, -9.64
4034, 2.27, 3, 5.47, -1.61, -9.58
4109, 2.01, 3, 5.47, -1.92, -9.64
4183, 1.95, 3, 5.47, -2.08, -9.91
4258, 2.41, 3, 5.47, -1.71, -9.60
4332, 2.13, 3, 5.47, -1.88, -9.70
4406, 2.34, 3, 5.47, -1.50, -9.48
4480, 2.04, 3, 5.47, -1.93, -9.68
4555, 1.92, 3, 5.47, -1.96, -9.79
4629, 2.20, 3, 5.47, -1.97, -9.53
4705, 2.01, 3, 5.47, -1.94, -9.67
4780, 1.85, 3, 5.47, -1.93, -9.94
4854, 1.85, 3, 5.47, -1.33, -9.91
4929, 3.65, 2, 5.47, -1.14, -10.72
5002, 1.49, 3, 5.47, -1.67, -10.25
5077, 1.57, 3, 5.47, -1.85, -10.16
5151, 1.88, 3, 5.47, -1.66, -9.61
5226, 1.61, 3, 5.47, -1.77, -9.66
5299, 3.11, 2, 5.47, -1.18, -9.98
5374, 1.62, 3, 5.47, -1.28, -9.63
5448, 2.00, 3, 5.47, -1.58, -9.66
5522, 1.91, 3, 5.47, -1.62, -9.82
5596, 2.06, 3, 5.47, -1.47, -9.86
5670, 2.26, 3, 5.47, -1.19, -9.71
5748, 2.09, 3, 5.47, -1.45, -9.79
5821, 1.78, 3, 5.47, -1.46, -9.85
5896, 1.92, 3, 5.47, -1.43, -9.78
5970, 1.64, 3, 5.47, -1.10, -9.88
6045, 1.98, 3, 5.47, -0.84, -9.79
6118, 1.97, 3, 5.47, -1.12, -9.63
6192, 1.98, 3, 5.47, -1.34, -9.97
6271, 2.19, 3, 5.47, -0.96, -9.71
6347, 2.18, 3, 5.47, -1.34, -9.86
6421, 1.56, 3, 5.47, -1.83, -9.75
6495, 1.47, 3, 5.47, -1.24, -9.56
6569, 1.56, 3, 5.47, -1.19, -10.27
6644, 1.51, 3, 5.47, -0.67, -10.15
6719, 1.66, 3, 5.47, -0.48, -9.62
6792, 1.79, 3, 5.47, -0.54, -9.44
6869, 1.76, 3, 5.47, -1.50, -10.40
6944, 1.84, 3, 5.47, -1.79, -10.24
7018, 1.75, 3, 5.47, -1.39, -9.98
7092, 1.49, 3, 5.47, -0.94, -9.89
7166, 1.44, 3, 5.47, -0.65, -9.95
7241, 1.88, 3, 5.47, -0.72, -9.87
7314, 1.91, 3, 5.47, -0.47, -9.52
7389, 1.86, 3, 5.47, -0.62, -9.69
7463, 2.02, 3, 5.47, -0.92, -9.55
7538, 2.26, 3, 5.47, -1.20, -9.76
7611, 1.97, 3, 5.47, -1.03, -9.65
7686, 1.98, 3, 5.47, -0.56, -10.10
